"","month","race","severity","category","n"
"2200",2019-07-01,"White",NA,NA,1
"2201",2019-08-01,"Asian Indian","felony","false imprisonment",4
"2202",2019-08-01,"Asian Indian","felony","sex offenses",1
"2203",2019-08-01,"Asian Indian","misdemeanor","false imprisonment",2
"2204",2019-08-01,"Asian Indian","misdemeanor","sex offenses",1
"2205",2019-08-01,"Black","felony","assault and battery",2
"2206",2019-08-01,"Black","felony","theft",1
"2207",2019-08-01,"Black","misdemeanor","assault and battery",4
"2208",2019-08-01,"Black","misdemeanor","drug offenses",4
"2209",2019-08-01,"Black","misdemeanor","dui",2
"2210",2019-08-01,"Black","misdemeanor","theft",1
"2211",2019-08-01,"Black",NA,"theft",1
"2212",2019-08-01,"Hispanic","felony","accessory or conspiracy",4
"2213",2019-08-01,"Hispanic","felony","assault and battery",2
"2214",2019-08-01,"Hispanic","felony","drug offenses",13
"2215",2019-08-01,"Hispanic","misdemeanor","accessory or conspiracy",8
"2216",2019-08-01,"Hispanic","misdemeanor","assault and battery",6
"2217",2019-08-01,"Hispanic","misdemeanor","drug offenses",8
"2218",2019-08-01,"Hispanic","misdemeanor","dui",4
"2219",2019-08-01,"Hispanic",NA,"assault and battery",1
"2220",2019-08-01,"Hispanic",NA,"child endangerment",1
"2221",2019-08-01,"Hispanic",NA,"drivers' licenses",1
"2222",2019-08-01,"Hispanic",NA,"probation violations",1
"2223",2019-08-01,"Hispanic",NA,"sentence enhancements",1
"2224",2019-08-01,"White","felony","accessory or conspiracy",3
"2225",2019-08-01,"White","felony","assault and battery",6
"2226",2019-08-01,"White","felony","drug offenses",11
"2227",2019-08-01,"White","felony","false imprisonment",4
"2228",2019-08-01,"White","felony","theft",1
"2229",2019-08-01,"White","felony","weapons",14
"2230",2019-08-01,"White","misdemeanor","accessory or conspiracy",6
"2231",2019-08-01,"White","misdemeanor","assault and battery",12
"2232",2019-08-01,"White","misdemeanor","burglary",1
"2233",2019-08-01,"White","misdemeanor","contempt of court",3
"2234",2019-08-01,"White","misdemeanor","disturbing the peace",1
"2235",2019-08-01,"White","misdemeanor","drug offenses",41
"2236",2019-08-01,"White","misdemeanor","dui",8
"2237",2019-08-01,"White","misdemeanor","false imprisonment",2
"2238",2019-08-01,"White","misdemeanor","public justice",1
"2239",2019-08-01,"White","misdemeanor","theft",4
"2240",2019-08-01,"White","misdemeanor","vehicular violations",1
"2241",2019-08-01,"White","misdemeanor","weapons",10
"2242",2019-08-01,"White",NA,"assault and battery",5
"2243",2019-08-01,"White",NA,"probation violations",1
"2244",2019-08-01,"White",NA,"robbery",2
"2245",2019-08-01,"White",NA,"sentence enhancements",1
"2246",2019-08-01,"White",NA,"weapons",2
"2247",2019-08-01,"White",NA,NA,1
"2248",2019-09-01,"Black","felony","accessory or conspiracy",1
"2249",2019-09-01,"Black","felony","drug offenses",1
"2250",2019-09-01,"Black","felony","theft",2
"2251",2019-09-01,"Black","misdemeanor","accessory or conspiracy",2
"2252",2019-09-01,"Black","misdemeanor","drug offenses",3
"2253",2019-09-01,"Black","misdemeanor","theft",2
"2254",2019-09-01,"Chinese",NA,"drivers' licenses",1
"2255",2019-09-01,"Chinese",NA,"dui",1
"2256",2019-09-01,"Chinese",NA,"failure to yield to emergency vehicle",1
"2257",2019-09-01,"Chinese",NA,"traffic violations",1
"2258",2019-09-01,"Hispanic","felony","assault and battery",4
"2259",2019-09-01,"Hispanic","felony","drug offenses",5
"2260",2019-09-01,"Hispanic","felony","theft",1
"2261",2019-09-01,"Hispanic","misdemeanor","assault and battery",6
"2262",2019-09-01,"Hispanic","misdemeanor","disturbing the peace",3
"2263",2019-09-01,"Hispanic","misdemeanor","drug offenses",11
"2264",2019-09-01,"Hispanic","misdemeanor","dui",5
"2265",2019-09-01,"Hispanic","misdemeanor","theft",2
"2266",2019-09-01,"Hispanic",NA,"assault and battery",1
"2267",2019-09-01,"Hispanic",NA,"drivers' licenses",1
"2268",2019-09-01,"Hispanic",NA,"drug offenses",1
"2269",2019-09-01,"Hispanic",NA,"dui",1
"2270",2019-09-01,"Hispanic",NA,NA,2
"2271",2019-09-01,"White","felony","assault and battery",4
"2272",2019-09-01,"White","felony","drug offenses",4
"2273",2019-09-01,"White","felony","false imprisonment",4
"2274",2019-09-01,"White","felony","kidnapping",1
"2275",2019-09-01,"White","felony","theft",2
"2276",2019-09-01,"White","misdemeanor","assault and battery",7
"2277",2019-09-01,"White","misdemeanor","burglary",1
"2278",2019-09-01,"White","misdemeanor","disturbing the peace",2
"2279",2019-09-01,"White","misdemeanor","drug offenses",29
"2280",2019-09-01,"White","misdemeanor","dui",4
"2281",2019-09-01,"White","misdemeanor","false imprisonment",2
"2282",2019-09-01,"White","misdemeanor","public justice",1
"2283",2019-09-01,"White","misdemeanor","theft",8
"2284",2019-09-01,"White",NA,"assault and battery",2
"2285",2019-09-01,"White",NA,"drug offenses",1
"2286",2019-09-01,"White",NA,"probation violations",1
"2287",2019-09-01,"White",NA,"theft",2
"2288",2019-09-01,"White",NA,"weapons",1
"2289",2019-09-01,"White",NA,NA,5
"2290",2019-10-01,"Black","felony","assault and battery",1
"2291",2019-10-01,"Black","felony","drug offenses",3
"2292",2019-10-01,"Black","felony","vandalism",2
"2293",2019-10-01,"Black","misdemeanor","assault and battery",2
"2294",2019-10-01,"Black","misdemeanor","drug offenses",8
"2295",2019-10-01,"Black","misdemeanor","traffic violations",2
"2296",2019-10-01,"Black","misdemeanor","vandalism",1
"2297",2019-10-01,"Black",NA,"assault and battery",1
"2298",2019-10-01,"Black",NA,"weapons",1
"2299",2019-10-01,"Black",NA,NA,1
"2300",2019-10-01,"Hispanic","felony","accessory or conspiracy",1
"2301",2019-10-01,"Hispanic","felony","assault and battery",3
"2302",2019-10-01,"Hispanic","felony","burglary",3
"2303",2019-10-01,"Hispanic","felony","drug offenses",5
"2304",2019-10-01,"Hispanic","felony","dui",3
"2305",2019-10-01,"Hispanic","felony","false imprisonment",4
"2306",2019-10-01,"Hispanic","felony","kidnapping",1
"2307",2019-10-01,"Hispanic","felony","robbery",9
"2308",2019-10-01,"Hispanic","felony","theft",1
"2309",2019-10-01,"Hispanic","felony","weapons",2
"2310",2019-10-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"2311",2019-10-01,"Hispanic","misdemeanor","assault and battery",4
"2312",2019-10-01,"Hispanic","misdemeanor","burglary",4
"2313",2019-10-01,"Hispanic","misdemeanor","drug offenses",3
"2314",2019-10-01,"Hispanic","misdemeanor","dui",4
"2315",2019-10-01,"Hispanic","misdemeanor","false imprisonment",2
"2316",2019-10-01,"Hispanic","misdemeanor","theft",2
"2317",2019-10-01,"Hispanic","misdemeanor","traffic violations",4
"2318",2019-10-01,"Hispanic","misdemeanor","vandalism",1
"2319",2019-10-01,"Hispanic",NA,"assault and battery",2
"2320",2019-10-01,"Hispanic",NA,NA,2
"2321",2019-10-01,"Other","felony","theft",1
"2322",2019-10-01,"Other","misdemeanor","theft",2
"2323",2019-10-01,"Other Asian","felony","false imprisonment",4
"2324",2019-10-01,"Other Asian","felony","robbery",4
"2325",2019-10-01,"Other Asian","misdemeanor","false imprisonment",2
"2326",2019-10-01,"Other Asian",NA,"assault and battery",1
"2327",2019-10-01,"White","felony","accessory or conspiracy",1
"2328",2019-10-01,"White","felony","assault and battery",1
"2329",2019-10-01,"White","felony","drug offenses",16
"2330",2019-10-01,"White","felony","robbery",4
"2331",2019-10-01,"White","felony","weapons",6
"2332",2019-10-01,"White","misdemeanor","accessory or conspiracy",2
"2333",2019-10-01,"White","misdemeanor","assault and battery",6
"2334",2019-10-01,"White","misdemeanor","burglary",1
"2335",2019-10-01,"White","misdemeanor","drug offenses",46
"2336",2019-10-01,"White","misdemeanor","dui",1
"2337",2019-10-01,"White","misdemeanor","theft",2
"2338",2019-10-01,"White","misdemeanor","weapons",6
"2339",2019-10-01,"White",NA,"drivers' licenses",2
"2340",2019-10-01,"White",NA,"dui",1
"2341",2019-10-01,"White",NA,"liquor laws",1
"2342",2019-10-01,"White",NA,"probation violations",4
"2343",2019-10-01,"White",NA,"theft",1
"2344",2019-10-01,"White",NA,"vehicular violations",1
"2345",2019-11-01,"Black","felony","assault and battery",7
"2346",2019-11-01,"Black","felony","drug offenses",1
"2347",2019-11-01,"Black","misdemeanor","assault and battery",12
"2348",2019-11-01,"Black","misdemeanor","disturbing the peace",1
"2349",2019-11-01,"Black","misdemeanor","drug offenses",3
"2350",2019-11-01,"Black","misdemeanor","dui",2
"2351",2019-11-01,"Black","misdemeanor","hit-and-run",1
"2352",2019-11-01,"Black",NA,"assault and battery",2
"2353",2019-11-01,"Hispanic","felony","assault and battery",1
"2354",2019-11-01,"Hispanic","felony","drug offenses",2
"2355",2019-11-01,"Hispanic","misdemeanor","assault and battery",4
"2356",2019-11-01,"Hispanic","misdemeanor","drug offenses",6
"2357",2019-11-01,"Hispanic",NA,NA,2
"2358",2019-11-01,"Other","felony","drug offenses",1
"2359",2019-11-01,"Other","felony","theft",1
"2360",2019-11-01,"Other","misdemeanor","assault and battery",1
"2361",2019-11-01,"Other","misdemeanor","drug offenses",2
"2362",2019-11-01,"Other","misdemeanor","theft",2
"2363",2019-11-01,"Other Asian","misdemeanor","dui",2
"2364",2019-11-01,"White","felony","accessory or conspiracy",2
"2365",2019-11-01,"White","felony","assault and battery",8
"2366",2019-11-01,"White","felony","burglary",3
"2367",2019-11-01,"White","felony","drug offenses",14
"2368",2019-11-01,"White","felony","vandalism",2
"2369",2019-11-01,"White","felony","weapons",2
"2370",2019-11-01,"White","misdemeanor","accessory or conspiracy",4
"2371",2019-11-01,"White","misdemeanor","assault and battery",13
"2372",2019-11-01,"White","misdemeanor","burglary",4
"2373",2019-11-01,"White","misdemeanor","contempt of court",1
"2374",2019-11-01,"White","misdemeanor","drug offenses",29
"2375",2019-11-01,"White","misdemeanor","dui",5
"2376",2019-11-01,"White","misdemeanor","theft",3
"2377",2019-11-01,"White","misdemeanor","trespassing",1
"2378",2019-11-01,"White","misdemeanor","vandalism",2
"2379",2019-11-01,"White","misdemeanor","weapons",2
"2380",2019-11-01,"White",NA,"assault and battery",2
"2381",2019-11-01,"White",NA,"drivers' licenses",1
"2382",2019-11-01,"White",NA,"theft",1
"2383",2019-11-01,"White",NA,"vehicular violations",1
"2384",2019-11-01,"White",NA,NA,1
"2385",2019-12-01,"Asian Indian","misdemeanor","drug offenses",4
"2386",2019-12-01,"Black","felony","accessory or conspiracy",2
"2387",2019-12-01,"Black","felony","burglary",3
"2388",2019-12-01,"Black","felony","stalking",1
"2389",2019-12-01,"Black","felony","theft",2
"2390",2019-12-01,"Black","misdemeanor","accessory or conspiracy",4
"2391",2019-12-01,"Black","misdemeanor","burglary",4
"2392",2019-12-01,"Black","misdemeanor","drug offenses",2
"2393",2019-12-01,"Black","misdemeanor","restraining order violation",2
"2394",2019-12-01,"Black","misdemeanor","theft",4
"2395",2019-12-01,"Black",NA,"disturbing the peace",1
"2396",2019-12-01,"Black",NA,"probation violations",1
"2397",2019-12-01,"Black",NA,"theft",1
"2398",2019-12-01,"Black",NA,"vandalism",1
"2399",2019-12-01,"Chinese","misdemeanor","dui",2
"2400",2019-12-01,"Hawaiian","felony","drug offenses",4
"2401",2019-12-01,"Hispanic","felony","accessory or conspiracy",4
"2402",2019-12-01,"Hispanic","felony","assault and battery",2
"2403",2019-12-01,"Hispanic","felony","burglary",6
"2404",2019-12-01,"Hispanic","felony","drug offenses",3
"2405",2019-12-01,"Hispanic","felony","robbery",4
"2406",2019-12-01,"Hispanic","felony","theft",1
"2407",2019-12-01,"Hispanic","misdemeanor","accessory or conspiracy",8
"2408",2019-12-01,"Hispanic","misdemeanor","assault and battery",6
"2409",2019-12-01,"Hispanic","misdemeanor","burglary",8
"2410",2019-12-01,"Hispanic","misdemeanor","drug offenses",18
"2411",2019-12-01,"Hispanic","misdemeanor","public justice",1
"2412",2019-12-01,"Hispanic","misdemeanor","theft",3
"2413",2019-12-01,"Hispanic",NA,"drivers' licenses",1
"2414",2019-12-01,"Hispanic",NA,"theft",1
"2415",2019-12-01,"Hispanic",NA,NA,2
"2416",2019-12-01,"Other","misdemeanor","dui",2
"2417",2019-12-01,"Other","misdemeanor","trespassing",1
"2418",2019-12-01,"Other",NA,"dui",1
"2419",2019-12-01,"Unknown","felony","false imprisonment",4
"2420",2019-12-01,"Unknown","misdemeanor","assault and battery",2
"2421",2019-12-01,"Unknown","misdemeanor","false imprisonment",2
"2422",2019-12-01,"White","felony","accessory or conspiracy",1
"2423",2019-12-01,"White","felony","assault and battery",2
"2424",2019-12-01,"White","felony","burglary",6
"2425",2019-12-01,"White","felony","drug offenses",24
"2426",2019-12-01,"White","felony","theft",2
"2427",2019-12-01,"White","felony","vandalism",4
"2428",2019-12-01,"White","felony","weapons",2
"2429",2019-12-01,"White","misdemeanor","accessory or conspiracy",2
"2430",2019-12-01,"White","misdemeanor","assault and battery",7
"2431",2019-12-01,"White","misdemeanor","burglary",8
"2432",2019-12-01,"White","misdemeanor","contempt of court",2
"2433",2019-12-01,"White","misdemeanor","drug offenses",35
"2434",2019-12-01,"White","misdemeanor","dui",8
"2435",2019-12-01,"White","misdemeanor","theft",8
"2436",2019-12-01,"White","misdemeanor","vandalism",2
"2437",2019-12-01,"White","misdemeanor","weapons",2
"2438",2019-12-01,"White",NA,"assault and battery",1
"2439",2019-12-01,"White",NA,"drivers' licenses",1
"2440",2019-12-01,"White",NA,"probation violations",1
"2441",2019-12-01,"White",NA,"robbery",1
"2442",2019-12-01,"White",NA,"sentence enhancements",1
"2443",2020-01-01,"Black","felony","assault and battery",4
"2444",2020-01-01,"Black","felony","drug offenses",2
"2445",2020-01-01,"Black","felony","false imprisonment",4
"2446",2020-01-01,"Black","felony","robbery",4
"2447",2020-01-01,"Black","felony","theft",1
"2448",2020-01-01,"Black","misdemeanor","assault and battery",10
"2449",2020-01-01,"Black","misdemeanor","disturbing the peace",1
"2450",2020-01-01,"Black","misdemeanor","drug offenses",6
"2451",2020-01-01,"Black","misdemeanor","false imprisonment",2
"2452",2020-01-01,"Black","misdemeanor","theft",1
"2453",2020-01-01,"Black",NA,"assault and battery",1
"2454",2020-01-01,"Black",NA,"drivers' licenses",1
"2455",2020-01-01,"Black",NA,"traffic violations",1
"2456",2020-01-01,"Black",NA,"vehicular violations",1
"2457",2020-01-01,"Chinese","felony","assault and battery",1
"2458",2020-01-01,"Chinese","misdemeanor","assault and battery",4
"2459",2020-01-01,"Hispanic","felony","assault and battery",2
"2460",2020-01-01,"Hispanic","felony","drug offenses",6
"2461",2020-01-01,"Hispanic","felony","prison violations",1
"2462",2020-01-01,"Hispanic","misdemeanor","assault and battery",6
"2463",2020-01-01,"Hispanic","misdemeanor","drug offenses",12
"2464",2020-01-01,"Hispanic","misdemeanor","restraining order violation",2
"2465",2020-01-01,"Hispanic",NA,"assault and battery",1
"2466",2020-01-01,"Hispanic",NA,NA,2
"2467",2020-01-01,"Other","misdemeanor","dui",2
"2468",2020-01-01,"Other Asian","felony","assault and battery",3
"2469",2020-01-01,"Other Asian","misdemeanor","assault and battery",4
"2470",2020-01-01,"Other Asian","misdemeanor","drug offenses",4
"2471",2020-01-01,"Other Asian",NA,"assault and battery",1
"2472",2020-01-01,"White","felony","accessory or conspiracy",2
"2473",2020-01-01,"White","felony","assault and battery",8
"2474",2020-01-01,"White","felony","burglary",3
"2475",2020-01-01,"White","felony","drug offenses",14
"2476",2020-01-01,"White","felony","theft",4
"2477",2020-01-01,"White","felony","vandalism",4
"2478",2020-01-01,"White","misdemeanor","accessory or conspiracy",4
"2479",2020-01-01,"White","misdemeanor","assault and battery",14
"2480",2020-01-01,"White","misdemeanor","burglary",6
"2481",2020-01-01,"White","misdemeanor","business practices",1
"2482",2020-01-01,"White","misdemeanor","drug offenses",56
"2483",2020-01-01,"White","misdemeanor","public justice",1
"2484",2020-01-01,"White","misdemeanor","theft",9
"2485",2020-01-01,"White","misdemeanor","vandalism",2
"2486",2020-01-01,"White","misdemeanor","vehicular violations",1
"2487",2020-01-01,"White",NA,"assault and battery",1
"2488",2020-01-01,"White",NA,"drivers' licenses",2
"2489",2020-01-01,"White",NA,"theft",1
"2490",2020-01-01,"White",NA,"vandalism",1
"2491",2020-02-01,"Black","felony","assault and battery",3
"2492",2020-02-01,"Black","felony","drug offenses",2
"2493",2020-02-01,"Black","felony","false imprisonment",4
"2494",2020-02-01,"Black","misdemeanor","assault and battery",8
"2495",2020-02-01,"Black","misdemeanor","contempt of court",1
"2496",2020-02-01,"Black","misdemeanor","drug offenses",7
"2497",2020-02-01,"Black","misdemeanor","false imprisonment",2
"2498",2020-02-01,"Black",NA,"assault and battery",2
"2499",2020-02-01,"Filipino","misdemeanor","dui",2
"2500",2020-02-01,"Filipino",NA,"dui",1
"2501",2020-02-01,"Hispanic","felony","drug offenses",6
"2502",2020-02-01,"Hispanic","felony","vandalism",2
"2503",2020-02-01,"Hispanic","misdemeanor","assault and battery",2
"2504",2020-02-01,"Hispanic","misdemeanor","drug offenses",16
"2505",2020-02-01,"Hispanic","misdemeanor","dui",4
"2506",2020-02-01,"Hispanic","misdemeanor","public justice",1
"2507",2020-02-01,"Hispanic","misdemeanor","trespassing",1
"2508",2020-02-01,"Hispanic","misdemeanor","vandalism",1
"2509",2020-02-01,"Other","felony","accessory or conspiracy",3
"2510",2020-02-01,"Other","felony","drug offenses",8
"2511",2020-02-01,"Other","felony","theft",3
"2512",2020-02-01,"Other","misdemeanor","accessory or conspiracy",6
"2513",2020-02-01,"Other","misdemeanor","drug offenses",8
"2514",2020-02-01,"Other","misdemeanor","theft",6
"2515",2020-02-01,"Other",NA,NA,1
"2516",2020-02-01,"Other Asian","misdemeanor","dui",2
"2517",2020-02-01,"Other Asian",NA,"dui",1
"2518",2020-02-01,"White","felony","accessory or conspiracy",3
"2519",2020-02-01,"White","felony","assault and battery",3
"2520",2020-02-01,"White","felony","drug offenses",14
"2521",2020-02-01,"White","felony","theft",3
"2522",2020-02-01,"White","felony","weapons",2
"2523",2020-02-01,"White","misdemeanor","accessory or conspiracy",6
"2524",2020-02-01,"White","misdemeanor","assault and battery",7
"2525",2020-02-01,"White","misdemeanor","drug offenses",21
"2526",2020-02-01,"White","misdemeanor","dui",1
"2527",2020-02-01,"White","misdemeanor","hit-and-run",1
"2528",2020-02-01,"White","misdemeanor","theft",4
"2529",2020-02-01,"White","misdemeanor","weapons",2
"2530",2020-02-01,"White",NA,"assault and battery",3
"2531",2020-02-01,"White",NA,"procedure",1
"2532",2020-02-01,"White",NA,"sentence enhancements",1
"2533",2020-02-01,"White",NA,"traffic violations",1
"2534",2020-03-01,"Black","felony","accessory or conspiracy",1
"2535",2020-03-01,"Black","felony","assault and battery",3
"2536",2020-03-01,"Black","misdemeanor","accessory or conspiracy",2
"2537",2020-03-01,"Black","misdemeanor","assault and battery",6
"2538",2020-03-01,"Black","misdemeanor","theft",1
"2539",2020-03-01,"Black",NA,"assault and battery",2
"2540",2020-03-01,"Black",NA,NA,1
"2541",2020-03-01,"Chinese","misdemeanor","assault and battery",2
"2542",2020-03-01,"Hispanic","felony","accessory or conspiracy",1
"2543",2020-03-01,"Hispanic","felony","assault and battery",5
"2544",2020-03-01,"Hispanic","felony","burglary",3
"2545",2020-03-01,"Hispanic","felony","drug offenses",3
"2546",2020-03-01,"Hispanic","felony","robbery",4
"2547",2020-03-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"2548",2020-03-01,"Hispanic","misdemeanor","assault and battery",8
"2549",2020-03-01,"Hispanic","misdemeanor","burglary",4
"2550",2020-03-01,"Hispanic","misdemeanor","drug offenses",6
"2551",2020-03-01,"Hispanic","misdemeanor","dui",2
"2552",2020-03-01,"Hispanic","misdemeanor","trespassing",1
"2553",2020-03-01,"Hispanic","misdemeanor","vandalism",1
"2554",2020-03-01,"Hispanic",NA,"assault and battery",2
"2555",2020-03-01,"Hispanic",NA,"theft",1
"2556",2020-03-01,"Korean","misdemeanor","dui",2
"2557",2020-03-01,"Other","felony","arson",2
"2558",2020-03-01,"Other","felony","assault and battery",3
"2559",2020-03-01,"Other","misdemeanor","assault and battery",4
"2560",2020-03-01,"Other","misdemeanor","drug offenses",1
"2561",2020-03-01,"Other",NA,"assault and battery",1
"2562",2020-03-01,"Other Asian","misdemeanor","drug offenses",4
"2563",2020-03-01,"Other Asian","misdemeanor","dui",2
"2564",2020-03-01,"White","felony","accessory or conspiracy",1
"2565",2020-03-01,"White","felony","assault and battery",1
"2566",2020-03-01,"White","felony","drug offenses",8
"2567",2020-03-01,"White","felony","robbery",4
"2568",2020-03-01,"White","felony","theft",2
"2569",2020-03-01,"White","misdemeanor","accessory or conspiracy",2
"2570",2020-03-01,"White","misdemeanor","assault and battery",4
"2571",2020-03-01,"White","misdemeanor","contempt of court",4
"2572",2020-03-01,"White","misdemeanor","disturbing the peace",1
"2573",2020-03-01,"White","misdemeanor","drug offenses",10
"2574",2020-03-01,"White","misdemeanor","dui",1
"2575",2020-03-01,"White","misdemeanor","theft",4
"2576",2020-03-01,"White",NA,"sentence enhancements",1
"2577",2020-03-01,"White",NA,"theft",1
"2578",2020-04-01,"Black","felony","accessory or conspiracy",2
"2579",2020-04-01,"Black","felony","burglary",6
"2580",2020-04-01,"Black","felony","robbery",4
"2581",2020-04-01,"Black","felony","theft",3
"2582",2020-04-01,"Black","felony","vandalism",2
"2583",2020-04-01,"Black","misdemeanor","accessory or conspiracy",4
"2584",2020-04-01,"Black","misdemeanor","burglary",8
"2585",2020-04-01,"Black","misdemeanor","dui",1
"2586",2020-04-01,"Black","misdemeanor","theft",6
"2587",2020-04-01,"Black","misdemeanor","vandalism",3
"2588",2020-04-01,"Black",NA,NA,2
"2589",2020-04-01,"Filipino","felony","burglary",3
"2590",2020-04-01,"Filipino","felony","theft",1
"2591",2020-04-01,"Filipino","misdemeanor","burglary",4
"2592",2020-04-01,"Filipino","misdemeanor","theft",1
"2593",2020-04-01,"Hispanic","felony","drug offenses",3
"2594",2020-04-01,"Hispanic","misdemeanor","drug offenses",8
"2595",2020-04-01,"Hispanic","misdemeanor","dui",4
"2596",2020-04-01,"Hispanic","misdemeanor","false information to a peace officer",1
"2597",2020-04-01,"Hispanic",NA,"drivers' licenses",1
"2598",2020-04-01,"Other","misdemeanor","contempt of court",1
"2599",2020-04-01,"White","felony","burglary",6
"2600",2020-04-01,"White","felony","drug offenses",3
"2601",2020-04-01,"White","felony","theft",2
"2602",2020-04-01,"White","felony","vandalism",2
"2603",2020-04-01,"White","misdemeanor","assault and battery",6
"2604",2020-04-01,"White","misdemeanor","burglary",8
"2605",2020-04-01,"White","misdemeanor","contempt of court",1
"2606",2020-04-01,"White","misdemeanor","disturbing the peace",3
"2607",2020-04-01,"White","misdemeanor","drug offenses",15
"2608",2020-04-01,"White","misdemeanor","dui",4
"2609",2020-04-01,"White","misdemeanor","theft",6
"2610",2020-04-01,"White","misdemeanor","trespassing",1
"2611",2020-04-01,"White","misdemeanor","vandalism",1
"2612",2020-04-01,"White",NA,"probation violations",1
"2613",2020-04-01,"White",NA,"traffic violations",1
"2614",2020-05-01,"Asian Indian","misdemeanor","drug offenses",4
"2615",2020-05-01,"Black","felony","burglary",3
"2616",2020-05-01,"Black","felony","drug offenses",3
"2617",2020-05-01,"Black","felony","robbery",1
"2618",2020-05-01,"Black","felony","theft",2
"2619",2020-05-01,"Black","misdemeanor","burglary",5
"2620",2020-05-01,"Black","misdemeanor","drug offenses",5
"2621",2020-05-01,"Black","misdemeanor","dui",2
"2622",2020-05-01,"Black","misdemeanor","theft",3
"2623",2020-05-01,"Black","misdemeanor","vandalism",1
"2624",2020-05-01,"Black",NA,"theft",1
"2625",2020-05-01,"Black",NA,NA,1
"2626",2020-05-01,"Chinese","felony","assault and battery",2
"2627",2020-05-01,"Chinese","felony","false imprisonment",4
"2628",2020-05-01,"Chinese","misdemeanor","assault and battery",4
"2629",2020-05-01,"Chinese","misdemeanor","false imprisonment",2
"2630",2020-05-01,"Hispanic","felony","accessory or conspiracy",6
"2631",2020-05-01,"Hispanic","felony","assault and battery",3
"2632",2020-05-01,"Hispanic","felony","burglary",13
"2633",2020-05-01,"Hispanic","felony","drug offenses",16
"2634",2020-05-01,"Hispanic","felony","theft",3
"2635",2020-05-01,"Hispanic","misdemeanor","accessory or conspiracy",12
"2636",2020-05-01,"Hispanic","misdemeanor","assault and battery",6
"2637",2020-05-01,"Hispanic","misdemeanor","burglary",18
"2638",2020-05-01,"Hispanic","misdemeanor","disturbing the peace",2
"2639",2020-05-01,"Hispanic","misdemeanor","drug offenses",24
"2640",2020-05-01,"Hispanic","misdemeanor","dui",8
"2641",2020-05-01,"Hispanic","misdemeanor","lewd conduct",1
"2642",2020-05-01,"Hispanic","misdemeanor","theft",6
"2643",2020-05-01,"Hispanic",NA,"assault and battery",2
"2644",2020-05-01,"Hispanic",NA,"dui",1
"2645",2020-05-01,"Hispanic",NA,"probation violations",1
"2646",2020-05-01,"Hispanic",NA,"sentence enhancements",2
"2647",2020-05-01,"Hispanic",NA,"theft",2
"2648",2020-05-01,"Indian/Nativ","misdemeanor","drug offenses",4
"2649",2020-05-01,"Other","felony","false imprisonment",4
"2650",2020-05-01,"Other","misdemeanor","assault and battery",6
"2651",2020-05-01,"Other","misdemeanor","false imprisonment",2
"2652",2020-05-01,"Other","misdemeanor","vandalism",1
"2653",2020-05-01,"Other",NA,"assault and battery",1
"2654",2020-05-01,"Other Asian","felony","assault and battery",1
"2655",2020-05-01,"Other Asian","misdemeanor","assault and battery",2
"2656",2020-05-01,"Other Asian",NA,"assault and battery",1
"2657",2020-05-01,"White","felony","accessory or conspiracy",1
"2658",2020-05-01,"White","felony","assault and battery",7
"2659",2020-05-01,"White","felony","burglary",24
"2660",2020-05-01,"White","felony","drug offenses",11
"2661",2020-05-01,"White","felony","theft",7
"2662",2020-05-01,"White","felony","vandalism",2
"2663",2020-05-01,"White","felony","weapons",4
"2664",2020-05-01,"White","misdemeanor","accessory or conspiracy",2
"2665",2020-05-01,"White","misdemeanor","assault and battery",14
"2666",2020-05-01,"White","misdemeanor","burglary",34
"2667",2020-05-01,"White","misdemeanor","disturbing the peace",1
"2668",2020-05-01,"White","misdemeanor","drug offenses",24
"2669",2020-05-01,"White","misdemeanor","dui",2
"2670",2020-05-01,"White","misdemeanor","theft",19
"2671",2020-05-01,"White","misdemeanor","vandalism",2
"2672",2020-05-01,"White","misdemeanor","weapons",2
"2673",2020-05-01,"White",NA,"assault and battery",7
"2674",2020-05-01,"White",NA,"theft",1
"2675",2020-05-01,"White",NA,NA,2
"2676",2020-06-01,"Black","felony","assault and battery",3
"2677",2020-06-01,"Black","misdemeanor","assault and battery",4
"2678",2020-06-01,"Black","misdemeanor","disturbing the peace",1
"2679",2020-06-01,"Black","misdemeanor","drug offenses",1
"2680",2020-06-01,"Black",NA,"assault and battery",1
"2681",2020-06-01,"Black",NA,NA,2
"2682",2020-06-01,"Hispanic","felony","accessory or conspiracy",1
"2683",2020-06-01,"Hispanic","felony","drug offenses",1
"2684",2020-06-01,"Hispanic","felony","theft",1
"2685",2020-06-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"2686",2020-06-01,"Hispanic","misdemeanor","drug offenses",3
"2687",2020-06-01,"Hispanic","misdemeanor","public justice",1
"2688",2020-06-01,"Hispanic","misdemeanor","theft",2
"2689",2020-06-01,"Hispanic","misdemeanor","weapons",1
"2690",2020-06-01,"Hispanic",NA,NA,3
"2691",2020-06-01,"White","felony","accessory or conspiracy",2
"2692",2020-06-01,"White","felony","arson",1
"2693",2020-06-01,"White","felony","burglary",10
"2694",2020-06-01,"White","felony","drug offenses",1
"2695",2020-06-01,"White","felony","theft",3
"2696",2020-06-01,"White","felony","vandalism",4
